2016-10,137.3,44.4,27.4,1183.21,13.2,203.8,3.25
2016-11,163.8,19.3,24.0,1346.99,14.4,203.8,3.25
2016-12,210.4,28.5,41.7,1557.37,17.5,203.8,3.25
2017-01,134.5,-36.1,1.7,134.48,1.7,64.0,1.02
2017-02,147.2,9.5,31.6,281.67,15.4,64.0,1.02
2017-03,112.1,-23.9,9.1,393.75,13.5,64.0,1.02
2017-04,105.5,-5.8,-2.6,499.29,9.7,117.0,1.87
2017-05,115.6,9.5,7.6,614.88,9.3,117.0,1.87
2017-06,121.0,4.6,-13.4,735.75,4.8,117.0,1.87
2017-07,129.9,7.4,4.9,865.70,4.8,184.5,2.95
2017-08,115.7,-10.9,-7.2,981.38,3.2,184.5,2.95
2017-09,143.4,24.0,50.9,1124.69,7.5,184.5,2.95
2017-10,137.0,-4.4,-0.2,1261.83,6.6,233.9,3.73
2017-11,135.6,-1.1,-17.2,1397.38,3.7,233.9,3.73
2017-12,160.9,18.7,-23.5,1558.15,0.1,233.9,3.73
2018-01,114.2,-29.0,-15.1,114.23,-15.1,42.7,0.68
2018-02,101.4,-11.2,-31.1,215.66,-23.4,42.7,0.68
2018-03,172.3,69.9,53.7,387.95,-1.5,42.7,0.68
2018-04,107.2,-37.8,1.6,495.14,-0.8,81.8,1.31
2018-05,118.1,10.1,2.1,613.20,-0.3,81.8,1.31
2018-06,119.1,0.9,-1.5,730.81,-0.7,81.8,1.31
2018-07,138.5,16.3,6.7,870.89,0.6,129.5,2.07
2018-08,138.7,0.2,19.9,1009.64,2.9,129.5,2.07
2018-09,142.8,2.9,-0.4,1149.29,2.2,129.5,2.07
2018-10,143.8,0.7,4.9,1296.21,2.7,193.2,3.08
2018-11,134.6,-6.4,-0.7,1430.81,2.4,193.2,3.08
2018-12,178.9,33.0,11.2,1606.54,3.1,193.2,3.08
2019-01,126.4,-29.3,10.7,126.44,10.7,39.3,0.63
2019-02,88.8,-29.7,-12.4,215.27,-0.2,39.3,0.63
2019-03,152.1,71.2,-11.7,367.38,-5.3,39.3,0.63
2019-04,109.0,-28.4,1.7,476.36,-3.8,90.4,1.44
2019-05,121.1,11.2,2.6,597.50,-2.6,90.4,1.44
2019-06,149.1,23.1,25.2,746.61,2.2,90.4,1.44
2019-07,142.6,-4.4,2.9,889.21,2.1,--,--
2019-08,164.3,15.2,18.4,1053.48,4.3,--,--
2019-09,154.5,-6.0,8.2,1207.97,4.8,--,--
