2016-10,358.8,-4.8,5.1,4268.12,25.5,848.1,12.80
2016-11,353.8,-1.4,1.5,4621.87,23.3,848.1,12.80
2016-12,352.9,-0.2,7.0,4955.56,21.5,848.1,12.80
2017-01,364.4,3.3,9.1,364.42,9.1,177.9,2.67
2017-02,345.3,-5.3,2.8,709.73,6.0,177.9,2.67
2017-03,349.2,1.1,-63.0,1058.88,-34.4,177.9,2.67
2017-04,335.1,-4.0,-6.8,1394.02,-29.4,383.8,5.76
2017-05,381.1,13.7,4.5,1775.16,-24.1,383.8,5.76
2017-06,399.5,4.8,-0.4,2174.68,-20.6,383.8,5.76
2017-07,406.0,1.6,0.1,2580.72,-17.9,591.3,8.86
2017-08,393.7,-3.0,1.6,2974.46,-15.8,591.3,8.86
2017-09,401.0,1.8,6.4,3375.46,-13.7,591.3,8.86
2017-10,349.3,-12.9,-2.7,3724.73,-12.7,761.3,11.41
2017-11,380.3,8.9,7.5,4105.02,-11.2,761.3,11.41
2017-12,381.6,0.3,8.1,4479.59,-9.6,761.3,11.41
2018-01,406.9,6.6,11.7,406.92,11.7,179.3,2.68
2018-02,374.2,-8.1,8.4,781.10,10.1,179.3,2.68
2018-03,403.7,7.9,15.6,1188.11,12.2,179.3,2.68
2018-04,369.4,-8.5,10.2,1554.27,11.5,391.0,5.84
2018-05,420.9,13.9,10.4,1975.21,11.3,391.0,5.84
2018-06,437.5,3.9,9.5,2394.85,10.1,391.0,5.84
2018-07,428.4,-2.1,5.5,2841.13,10.1,644.9,9.63
2018-08,439.7,2.6,11.7,3280.81,10.3,644.9,9.63
2018-09,421.3,-4.2,5.1,3641.15,7.9,644.9,9.63
2018-10,287.7,-31.7,-17.6,3989.80,7.1,806.9,12.04
2018-11,401.7,39.6,5.6,4391.49,7.0,806.9,12.04
2018-12,455.7,13.4,19.4,4847.10,8.2,806.9,12.04
2019-01,439.8,-3.5,8.1,439.77,8.1,196.6,2.93
2019-02,419.8,-4.6,12.2,859.53,10.0,196.6,2.93
2019-03,428.7,2.1,6.2,1283.84,8.1,196.6,2.93
2019-04,404.4,-5.7,9.5,1692.61,8.9,402.6,6.00
2019-05,414.1,2.4,-1.6,2106.67,6.7,402.6,6.00
2019-06,421.5,1.8,-3.7,2539.39,6.0,402.6,6.00
2019-07,481.1,14.1,12.3,3009.29,5.9,--,--
2019-08,476.0,-1.1,8.3,3485.26,6.2,--,--
2019-09,518.3,8.9,23.0,4003.58,8.1,--,--
