2014q1,32.63
2014q2,33.91
2014q3,31.47
2014q4,34.44
2015q1,36.1
2015q2,34.01
2015q3,34.81
2015q4,36.22
2016q1,36.99
2016q2,35.86
2016q3,39.2
2016q4,39.06
2017q1,40.09
2017q2,41.51
2017q3,43.6
2017q4,44.72
2018q1,44.73
2018q2,41.89
2018q3,42.74
2018q4,36.87
2019q1,46.2
2019q2,48.85
