2017Q2,24.17,12.37,12.37,10.31,2.86,0.19,11.34,41.51,1.23
2017Q3,26.82,14.85,14.85,13.82,3.81,0.25,11.78,43.60,1.73
2017Q4,17.39,4.05,4.05,5.21,1.41,0.10,12.06,44.72,0.66
2018Q1,32.32,17.26,17.26,18.42,3.85,0.26,9.43,44.73,1.84
2018Q2,24.98,11.28,11.28,9.13,2.17,0.14,9.91,41.89,0.87
2018Q3,38.43,19.95,19.95,16.96,3.08,0.20,7.77,42.74,1.47
2018Q4,14.44,-3.16,-3.16,-2.30,-0.51,-0.03,8.55,36.87,-0.23
2019Q1,28.46,11.85,11.85,10.34,2.26,0.14,9.30,46.20,1.05
