2017Q3,56.09,16.50,28.90,26.00,5.25,4.13,4.91,24.98,1.28,-2.54,-11.68,14.46,16.75,5.61,0.45,17.47,0.82,0.16,267.92,256.57,34863.83,14.87,17.47
2017Q4,56.00,16.41,27.77,25.09,4.79,4.04,4.89,26.07,1.23,1.83,80.10,46.32,47.89,29.74,0.74,16.42,0.80,0.16,253.60,238.24,14286.07,16.10,19.19
2018Q1,60.63,24.81,36.44,32.63,6.53,5.50,5.39,27.82,1.76,2.82,23.04,44.65,47.06,26.52,0.74,15.66,0.86,0.17,291.44,276.81,48190.33,14.73,17.27
2018Q2,56.81,20.15,36.00,30.75,5.84,4.63,5.02,25.35,1.55,6.35,36.50,52.82,49.51,5.38,0.46,16.51,0.81,0.15,166.50,161.46,53245.80,25.93,35.01
2018Q3,54.93,18.38,29.98,26.13,5.11,4.03,5.08,26.68,1.33,3.43,15.24,7.28,3.93,5.45,0.47,20.17,0.84,0.15,263.82,254.80,37401.67,15.31,18.08
2018Q4,55.58,19.23,33.01,28.95,5.19,4.37,4.92,27.97,1.42,0.66,17.97,19.65,16.13,20.53,0.72,17.12,0.83,0.15,267.41,256.34,39884.17,15.93,18.94
2019Q1,60.24,28.36,42.57,36.64,7.03,5.40,5.58,30.25,2.05,3.54,18.35,20.95,16.28,21.43,0.81,16.06,0.96,0.15,232.21,225.67,104.01,28.36,39.58
2019Q2,54.68,19.28,29.32,25.16,4.31,2.84,4.84,26.23,1.22,-3.65,-7.82,-21.51,-21.16,5.07,0.42,19.09,0.85,0.11,138.43,135.05,66.79,39.29,64.71
