2016Q4,42.27,10.21,11.01,8.59,2.37,1.70,3.96,16.57,0.39
2017Q1,43.81,14.29,9.98,7.86,2.01,1.53,3.82,16.92,0.34
2017Q2,44.49,17.73,18.50,14.99,4.27,3.07,4.48,15.96,0.70
2017Q3,46.04,21.68,22.17,18.05,5.82,4.05,5.19,17.02,0.96
2017Q4,43.76,17.13,14.82,12.59,3.35,2.41,4.53,17.67,0.58
2018Q1,44.25,16.17,18.45,14.54,3.53,2.59,4.27,18.31,0.63
2018Q2,45.06,18.39,21.87,17.37,5.16,3.52,5.05,16.61,0.90
2018Q3,46.11,22.84,23.81,19.00,7.31,4.39,8.52,21.35,1.28
2018Q4,46.46,21.38,21.46,19.06,6.84,4.27,7.84,22.74,1.38
