2017Q3,67.70,58.93,61.31,52.08,9.67,7.43,111.21,627.51,57.93
2017Q4,71.72,62.47,63.39,53.50,9.75,7.81,119.94,688.81,64.17
2018Q1,63.40,52.82,54.08,45.27,4.27,3.40,66.18,715.81,29.96
2018Q2,68.69,59.35,66.36,44.74,5.83,4.47,91.67,691.64,41.01
2018Q3,71.30,62.56,62.41,51.25,8.64,6.72,121.77,752.69,62.41
2018Q4,69.40,59.52,64.63,52.05,6.21,5.06,92.78,802.14,48.29
2019Q1,64.17,53.28,62.29,51.45,4.58,3.71,73.23,841.51,37.68
2019Q2,69.59,60.49,63.40,46.52,5.87,4.59,104.97,823.01,48.84
