2019-05-27,3690,-85,-2.25,"1,282",343,593,-250,"65,304",48.7,2,17,-15,36,19,+17,381,629,-248
2019-05-28,3745,+55,+1.49,912,410,515,-106,"65,142",48.6,13.2,6,+7.2,16,27,-11,439,548,-110
2019-05-29,3615,-130,-3.47,"1,002",436,463,-26.4,"65,136",48.6,3.2,51,-47.8,13,24,-11,452,538,-85.2
2019-05-30,3590,-25,-0.69,766,231,333,-102,"65,146",48.6,1,35,-34,11,13,-2,243,381,-138
2019-05-31,3770,+180,+5.01,"1,174",365,437,-71.9,"65,079",48.5,31,8,+23,35,38,-3,431,483,-51.9
2019-06-03,3735,-35,-0.93,"1,148",311,368,-57.6,"64,976",48.4,6,26,-20,53,32,+21,370,426,-56.6
2019-06-04,3665,-70,-1.87,548,118,207,-88.1,"64,865",48.4,7,8,-1,16,42,-26,141,257,-115
2019-06-05,3615,-50,-1.36,982,205,449,-243,"64,600",48.2,1,29,-28,26,35,-9,232,513,-280
2019-06-06,3470,-145,-4.01,"2,759","1,250",968,+282,"64,853",48.3,4,29,-25,74,44,+30,"1,328","1,041",+287
2019-06-10,3520,+50,+1.44,"1,208",505,776,-271,"64,565",48.1,0,1,-1,11,26,-15,516,803,-287
2019-06-11,3575,+55,+1.56,903,382,463,-80.8,"64,409",48,25,17,+8,30,12,+18,437,492,-54.8
2019-06-12,3575,0,0,"1,013",257,524,-268,"64,036",47.7,9.23,8,+1.23,75,16,+59,341,548,-208
2019-06-13,3680,+105,+2.94,"1,498",392,801,-409,"63,547",47.4,48.2,0,+48.2,114,20,+94,554,821,-267
2019-06-14,3630,-50,-1.36,734,203,284,-80.3,"63,390",47.2,19,1,+18,9,12,-3,231,297,-65.3
2019-06-17,3735,+105,+2.89,583,206,187,+19.5,"63,364",47.2,6.22,4,+2.22,15,12,+3,228,203,+24.7
2019-06-18,3705,-30,-0.8,653,231,288,-57.3,"63,229",47.1,1,0,+1,1,38,-37,233,326,-93.3
2019-06-19,3985,+280,+7.56,"1,362",741,392,+349,"63,629",47.4,18,5,+13,94,48,+46,853,445,+408
2019-06-20,3910,-75,-1.88,805,264,535,-271,"63,359",47.2,6,0,+6,38,8,+30,308,543,-235
2019-06-21,3810,-100,-2.56,730,229,388,-159,"63,210",47.1,2,0,+2,17,10,+7,248,398,-150
2019-06-24,3845,+35,+0.92,511,154,203,-48.8,"63,162",47.1,1.09,0,+1.09,26,16,+10,181,219,-37.7
2019-06-25,3730,-115,-2.99,469,110,160,-50.4,"63,111",47,0,4,-4,12,20,-8,122,184,-62.4
2019-06-26,3700,-30,-0.8,410,117,203,-86.6,"63,024",47,0,8,-8,26,6,+20,143,217,-74.6
2019-06-27,3885,+185,+5,"1,103",615,397,+218,"63,227",47.1,49,4.01,+45,35,29,+6,699,430,+269
2019-06-28,3855,-30,-0.77,561,190,283,-92.7,"63,134",47.1,22,0,+22,11,11,0,223,294,-70.7
2019-07-01,4240,+385,+9.99,788,320,174,+146,"63,280",47.2,88,0,+88,6.05,5,+1.05,414,179,+235
2019-07-02,4180,-60,-1.42,"1,132",310,436,-126,"63,150",47.1,50,0,+50,32,21,+11,392,457,-65.2
2019-07-03,3970,-210,-5.02,"1,030",194,402,-208,"62,944",46.9,15,10,+5,29,34,-5,238,446,-208
2019-07-04,3955,-15,-0.38,539,135,96,+38.7,"62,983",47,4,2.14,+1.86,25,13,+12,164,111,+52.5
2019-07-05,3950,-5,-0.13,487,122,53,+69.5,"63,052",47,6,3,+3,19,5,+14,148,61,+86.5
2019-07-08,4115,+165,+4.18,906,192,228,-36.2,"63,016",47,28,0,+28,40,19,+21,260,247,+12.8
2019-07-09,4020,-95,-2.31,591,39,291,-252,"62,764",46.8,24,0,+24,55,8,+47,118,299,-181
2019-07-10,4155,+135,+3.36,663,143,236,-93.2,"62,671",46.7,26,5,+21,78,2,+76,247,243,+3.79
