2016-10,5513.7,8.6,-6.6,49616.88,-9.8,3945.8,1.26
2016-11,5331.8,-3.3,-3.9,54948.66,-9.3,3945.8,1.26
2016-12,6024.0,13.0,2.7,60946.19,-8.1,3945.8,1.26
2017-01,4162.1,-30.9,-17.8,4162.13,-17.8,236.7,0.08
2017-02,3049.5,-26.7,17.5,7211.59,-5.9,236.7,0.08
2017-03,5309.0,74.1,-0.6,12512.70,-4.0,236.7,0.08
2017-04,5218.6,-1.7,-6.1,17739.19,-4.4,1852.5,0.59
2017-05,5741.5,10.0,7.5,23480.71,-1.7,1852.5,0.59
2017-06,5331.4,-7.1,1.9,28810.78,-0.9,1852.5,0.59
2017-07,5252.1,-1.5,9.7,34064.30,0.4,3777.6,1.20
2017-08,5478.2,4.3,7.3,39542.46,1.3,3777.6,1.20
2017-09,5806.6,6.0,14.3,45349.04,2.8,3777.6,1.20
2017-10,5840.3,0.6,5.9,51189.31,3.2,5469.0,1.74
2017-11,6639.2,13.7,24.5,57828.56,5.2,5469.0,1.74
2017-12,7070.6,6.5,17.4,64899.25,6.5,5469.0,1.74
2018-01,6770.0,-4.3,62.7,6769.99,62.7,1897.1,0.60
2018-02,3408.5,-49.7,11.8,10178.52,41.1,1897.1,0.60
2018-03,6395.4,87.6,20.5,16573.88,32.5,1897.1,0.60
2018-04,7188.3,12.4,37.7,23762.15,34.0,6226.6,1.98
2018-05,7698.2,7.1,34.1,31460.31,34.0,6226.6,1.98
2018-06,7549.9,-1.9,41.6,39009.09,35.4,6226.6,1.98
2018-07,7021.3,-7.0,33.7,46031.51,35.1,9298.4,2.96
2018-08,7180.3,2.3,31.1,53211.81,34.6,9298.4,2.96
2018-09,7703.8,7.3,32.7,60908.07,34.3,9298.4,2.96
2018-10,7657.7,-0.6,31.1,68573.33,34.0,11117.1,3.54
2018-11,7626.3,-0.4,14.9,76199.62,31.8,11117.1,3.54
2018-12,6548.9,-14.1,-7.4,82741.00,27.5,11117.1,3.54
2019-01,7905.7,20.7,16.8,7905.74,16.8,2929.3,0.93
2019-02,3165.9,-60.0,-7.1,11071.64,8.8,2929.3,0.93
2019-03,8319.0,162.8,30.1,19385.67,17.0,2929.3,0.93
2019-04,8434.8,1.4,17.3,27825.42,17.1,9119.0,2.91
2019-05,8435.8,--,9.6,36261.18,15.3,9119.0,2.91
2019-06,7536.5,-10.7,-0.2,43805.59,12.3,9119.0,2.91
2019-07,7813.3,3.7,11.3,51610.99,12.1,--,--
2019-08,7203.4,-7.8,0.3,58814.37,10.5,--,--
2019-09,7394.9,2.7,-4.0,66209.27,8.7,--,--
