2010,2.00,0.00,0.00,0.00,2.00
2011,1.97,0.00,0.00,0.00,1.97
2012,1.00,0.60,0.00,0.60,1.60
2013,2.20,0.60,0.00,0.60,2.80
2014,2.10,0.00,0.00,0.00,2.10
2015,3.00,0.00,0.00,0.00,3.00
2016,3.00,0.00,0.00,0.00,3.00
2017,3.24,0.00,0.00,0.00,3.24
2018,4.00,0.00,0.00,0.00,4.00
