2014q1,20.92,14.03
2014q2,15.00,12.11
2014q3,47.00,23.69
2014q4,78.50,40.26
2015q1,64.86,50.17
2015q2,33.04,54.02
2015q3,-1.02,37.16
2015q4,-8.95,16.17
2016q1,-18.03,-0.90
2016q2,-8.50,-9.30
2016q3,28.18,-2.18
2016q4,37.57,9.03
2017q1,35.20,22.14
2017q2,-8.57,22.91
2017q3,-6.97,12.10
2017q4,-0.91,2.65
2018q1,2.37,-3.31
2018q2,8.98,0.12
2018q3,-0.86,1.86
2018q4,0.70,2.34
2019q1,-31.50,-6.52
2019q2,-7.89,-9.70
