2011,134453.26,247587.05,-182523.42,-67858.04,-4414.68,143472.28,34297.63
2012,181676.46,284963.16,-269317.71,-13588.82,-61.69,143410.59,24868.52
2013,215487.12,347383.54,-281054.22,32105.92,99284.86,242695.45,40102.11
2014,302078.36,421523.73,-282420.56,-32328.28,115835.06,358530.51,96170.04
2015,350428.91,529879.44,-217245.84,-116734.03,204158.42,562607.45,224761.90
2016,385959.38,539834.59,-395439.68,-157800.20,-21435.10,541253.83,158394.85
2017,396133.03,585318.17,-336164.90,-215697.63,12137.86,553391.70,183624.93
2018,397510.26,573954.31,-314268.91,-245124.79,24422.90,577814.60,203020.32
