2017Q3,49.93,38.89,39.87,35.68,6.49,4.70,9.72,55.18,3.47
2017Q4,49.97,39.23,40.23,35.78,6.72,5.18,10.70,58.70,3.83
2018Q1,50.38,39.03,40.29,36.19,5.74,4.44,9.57,61.93,3.46
2018Q2,47.84,36.19,37.55,30.99,4.67,3.52,9.00,57.46,2.79
2018Q3,47.39,36.58,37.99,34.22,5.81,4.43,10.04,60.75,3.44
2018Q4,47.64,36.97,38.33,34.51,6.15,4.93,11.17,64.67,3.85
2019Q1,41.31,29.38,31.18,28.07,3.59,2.87,8.43,67.21,2.37
2019Q2,43.02,31.66,33.42,27.71,4.05,3.02,9.29,59.92,2.57
