2016-10,103.1,3.1,-6.3,1039.89,-1.5,274.1,4.38
2016-11,116.0,12.6,7.9,1155.92,-0.6,274.1,4.38
2016-12,123.6,6.5,20.9,1279.53,1.1,274.1,4.38
2017-01,112.3,-9.2,6.8,112.28,6.8,65.9,1.05
2017-02,98.2,-12.6,10.0,210.43,8.3,65.9,1.05
2017-03,114.1,16.2,7.7,324.49,8.1,65.9,1.05
2017-04,103.4,-9.4,1.1,427.84,6.3,138.6,2.22
2017-05,106.2,2.8,-11.8,534.08,2.1,138.6,2.22
2017-06,111.6,5.1,0.2,645.72,1.8,138.6,2.22
2017-07,121.3,8.7,21.1,767.02,4.4,216.2,3.46
2017-08,110.3,-9.0,7.8,877.37,4.8,216.2,3.46
2017-09,116.4,5.5,16.4,993.82,6.1,216.2,3.46
2017-10,120.2,3.2,16.6,1114.01,7.1,306.4,4.90
2017-11,133.3,10.9,14.9,1247.35,7.9,306.4,4.90
2017-12,113.7,-14.7,-8.0,1361.09,6.4,306.4,4.90
2018-01,111.0,-2.4,-1.1,111.03,-1.1,64.0,1.02
2018-02,93.7,-15.6,-4.5,204.75,-2.7,64.0,1.02
2018-03,105.4,12.5,-7.6,310.16,-4.4,64.0,1.02
2018-04,100.3,-4.8,-2.9,410.50,-4.0,132.7,2.12
2018-05,108.2,7.9,1.9,518.73,-2.9,132.7,2.12
2018-06,110.2,1.9,-1.3,628.96,-2.6,132.7,2.12
2018-07,104.5,-5.2,-13.9,733.47,-4.4,214.5,3.43
2018-08,134.9,29.0,22.2,868.33,-1.0,214.5,3.43
2018-09,126.9,-5.9,9.0,995.20,0.1,214.5,3.43
2018-10,118.5,-6.6,-1.4,1113.71,-0.0,301.0,4.82
2018-11,139.8,17.9,4.8,1253.47,0.5,301.0,4.82
2018-12,114.1,-18.4,0.3,1367.54,0.5,301.0,4.82
2019-01,123.9,8.7,11.6,123.95,11.6,71.0,1.14
2019-02,80.1,-35.4,-14.6,204.02,-0.4,71.0,1.14
2019-03,118.1,47.6,12.1,322.17,3.9,71.0,1.14
2019-04,110.3,-6.7,9.9,432.42,5.3,145.5,2.33
2019-05,108.6,-1.5,0.4,541.06,4.3,145.5,2.33
2019-06,102.6,-5.5,-6.9,643.70,2.3,145.5,2.33
2019-07,118.3,15.3,13.2,762.05,3.9,--,--
2019-08,113.3,-4.3,-16.0,875.35,0.8,--,--
2019-09,96.5,-14.8,-23.9,971.84,-2.4,--,--
