2016-10,99.0,-13.6,12.1,1018.20,23.8,197.6,3.32
2016-11,123.3,24.5,40.7,1141.46,25.4,197.6,3.32
2016-12,93.3,-24.3,2.1,1234.72,23.3,197.6,3.32
2017-01,106.8,14.5,-2.6,106.82,-2.6,50.6,0.85
2017-02,68.4,-36.0,6.5,175.21,0.8,50.6,0.85
2017-03,100.4,46.9,-8.3,275.64,-2.7,50.6,0.85
2017-04,86.0,-14.4,-16.9,361.66,-6.5,111.2,1.87
2017-05,98.8,14.9,8.0,460.51,-3.8,111.2,1.87
2017-06,97.0,-1.9,-15.2,557.51,-6.0,111.2,1.87
2017-07,110.9,14.4,6.4,668.44,-4.1,174.2,2.93
2017-08,89.5,-19.4,-16.7,757.91,-5.8,174.2,2.93
2017-09,106.4,19.0,-7.2,864.34,-6.0,174.2,2.93
2017-10,103.0,-3.2,4.0,967.32,-5.0,208.8,3.51
2017-11,88.4,-14.2,-28.3,1055.72,-7.5,208.8,3.51
2017-12,92.1,4.2,-1.3,1147.81,-7.0,208.8,3.51
2018-01,113.6,23.4,6.4,113.64,6.4,45.9,0.77
2018-02,65.4,-42.5,-4.4,179.03,2.2,45.9,0.77
2018-03,107.6,64.5,7.1,286.62,4.0,45.9,0.77
2018-04,80.2,-25.4,-6.8,366.83,1.4,93.0,1.56
2018-05,87.8,9.4,-11.2,454.62,-1.3,93.0,1.56
2018-06,81.8,-6.8,-15.7,536.41,-3.8,93.0,1.56
2018-07,92.2,12.8,-16.9,628.66,-6.0,155.4,2.61
2018-08,95.4,3.5,6.7,724.10,-4.5,155.4,2.61
2018-09,81.8,-14.3,-23.1,805.94,-6.8,155.4,2.61
2018-10,88.5,8.2,-14.1,894.45,-7.5,197.7,3.32
2018-11,98.0,10.7,10.9,992.45,-6.0,197.7,3.32
2018-12,84.5,-13.8,-8.2,1076.95,-6.2,197.7,3.32
2019-01,128.5,52.1,13.1,128.52,13.1,62.1,1.04
2019-02,62.0,-51.8,-5.2,190.50,6.4,62.1,1.04
2019-03,88.9,43.5,-17.4,279.42,-2.5,62.1,1.04
2019-04,98.2,10.4,22.4,377.58,2.9,121.1,2.04
2019-05,106.3,8.3,21.1,483.93,6.5,121.1,2.04
2019-06,77.2,-27.4,-5.7,561.09,4.6,121.1,2.04
2019-07,98.4,27.5,6.7,659.51,4.9,--,--
2019-08,97.1,-1.3,1.8,756.64,4.5,--,--
2019-09,96.8,-0.3,18.3,853.44,5.9,--,--
