2009,2.15,0.00,0.25,0.25,2.40
2010,2.30,0.00,0.50,0.50,2.80
2011,4.30,0.00,0.20,0.20,4.50
2012,2.15,0.00,0.85,0.85,3.00
2013,7.00,0.00,0.20,0.20,7.20
2014,4.30,0.00,0.30,0.30,4.60
2015,3.70,0.00,0.40,0.40,4.10
2016,3.70,0.00,0.40,0.40,4.10
2017,4.10,0.00,0.00,0.00,4.10
2018,3.30,0.00,0.00,0.00,3.30
