2017Q3,74.66,57.19,-9.50,0.00,-163.97,573.78,56.67
2017Q4,41.20,62.55,-4.20,0.00,58.07,631.85,60.88
2018Q1,50.05,82.22,-19.52,0.00,62.35,694.20,81.67
2018Q2,55.75,93.21,-4.66,0.00,89.25,783.45,58.81
2018Q3,74.42,44.70,-38.82,0.00,-237.91,545.54,27.36
2018Q4,51.57,100.13,-6.86,-6.89,86.63,632.17,99.65
2019Q1,71.25,98.91,-15.05,10.61,94.29,726.46,96.82
2019Q2,62.89,62.59,-4.04,-4.36,53.91,780.37,37.86
