2009,2.00,1.20,0.00,1.20,3.20
2010,1.00,1.00,0.00,1.00,2.00
2011,1.50,1.00,0.00,1.00,2.50
2012,1.50,1.00,0.00,1.00,2.50
2013,1.80,1.20,0.00,1.20,3.00
2014,3.80,0.50,0.00,0.50,4.30
2015,4.00,1.00,0.00,1.00,5.00
2016,4.50,0.00,0.00,0.00,4.50
2017,2.00,0.00,0.00,0.00,2.00
2018,4.00,0.00,0.00,0.00,4.00
