2016-10,1458.5,-0.1,0.5,14497.08,3.6,1733.1,6.41
2016-11,1524.5,4.5,10.5,16021.59,4.2,1733.1,6.41
2016-12,1606.5,5.4,6.3,17574.25,4.4,1733.1,6.41
2017-01,1549.2,-3.6,6.2,1549.22,6.2,541.2,1.97
2017-02,1440.0,-7.1,6.1,2989.25,6.2,541.2,1.97
2017-03,1629.1,13.1,10.9,4608.10,8.1,541.2,1.97
2017-04,1569.0,-3.7,8.1,6187.28,7.8,1129.0,4.11
2017-05,1609.2,2.6,9.4,7796.52,8.2,1129.0,4.11
2017-06,1595.5,-0.9,9.5,9513.75,9.8,1129.0,4.11
2017-07,1640.0,2.8,11.6,11028.75,8.8,1703.5,6.20
2017-08,1607.0,-2.0,11.3,12635.70,9.1,1703.5,6.20
2017-09,1648.2,2.6,12.9,14268.33,9.5,1703.5,6.20
2017-10,1656.4,0.5,13.6,15940.28,10.0,2324.2,8.46
2017-11,1756.4,6.0,15.2,17696.65,10.5,2324.2,8.46
2017-12,1758.2,0.1,9.5,19482.10,10.9,2324.2,8.46
2018-01,1864.6,6.1,20.4,1864.61,20.4,690.9,2.54
2018-02,1701.3,-8.8,18.1,3565.91,19.3,690.9,2.54
2018-03,1870.0,9.9,14.8,5508.38,19.5,690.9,2.54
2018-04,1863.7,-0.3,18.8,7299.62,18.0,1250.3,4.16
2018-05,1902.3,2.1,18.2,9201.93,18.0,1250.3,4.16
2018-06,1903.6,0.1,19.3,11099.63,16.7,1250.3,4.16
2018-07,1975.9,3.8,20.5,13075.57,18.6,1847.7,6.73
2018-08,1972.9,-0.2,22.8,15048.44,19.1,1847.7,6.73
2018-09,1940.8,-1.6,17.8,16955.26,18.8,1847.7,6.73
2018-10,2017.8,4.0,21.8,19007.04,19.2,2588.0,9.27
2018-11,2043.5,1.3,16.4,21050.56,18.9,2588.0,9.27
2018-12,2162.5,5.8,23.0,23125.06,18.7,2588.0,9.27
2019-01,2155.5,-0.3,15.6,2155.52,15.6,763.2,2.62
2019-02,1911.0,-11.3,12.3,4066.54,14.0,763.2,2.62
2019-03,2129.7,11.4,13.9,6610.01,9.2,763.2,2.62
2019-04,2243.5,5.4,20.4,8439.74,15.6,1499.3,4.61
2019-05,2289.7,2.1,20.4,10729.43,16.6,1499.3,4.61
2019-06,2498.9,9.1,31.3,13731.91,13.8,1499.3,4.61
2019-07,2413.8,-3.4,22.2,16064.54,22.9,--,--
2019-08,2399.7,-0.6,21.6,18464.22,22.7,--,--
2019-09,2320.4,-3.3,19.6,20784.57,22.3,--,--
