2011,70.93,62.83,62.94,56.67,45.11,39.99,21.33,38.96,13.03,80.98,161.15,161.65,158.47,5.37,3.18,24.11,2.60,0.71,911.15,908.37,--,8.60,9.41
2012,68.85,61.54,62.29,55.65,33.39,30.64,24.04,41.44,13.38,12.70,10.39,11.53,10.66,3.97,3.80,86.69,3.37,0.55,913.25,910.56,--,7.91,8.59
2013,70.84,60.21,61.09,53.27,27.94,25.17,21.52,40.76,11.46,-10.50,-12.44,-12.23,-14.32,2.41,2.61,117.92,3.06,0.47,640.40,639.82,--,11.81,13.39
2014,68.91,55.79,57.17,48.21,22.73,20.05,19.55,42.17,9.43,-9.16,-15.83,-14.99,-17.80,2.00,2.60,221.59,1.82,0.42,577.43,576.74,--,11.81,13.39
2015,61.66,51.55,52.41,44.77,25.82,22.37,25.26,45.47,11.32,29.22,19.40,18.48,20.02,3.14,3.35,347.06,1.74,0.50,427.51,427.12,--,14.68,17.21
2016,63.83,53.48,53.89,46.12,28.11,24.46,28.68,48.67,13.23,13.53,17.79,16.72,16.94,4.04,3.03,442.15,1.89,0.53,683.09,682.65,--,11.35,12.80
2017,71.26,56.68,57.49,48.95,25.46,22.65,25.58,49.69,12.52,-10.80,-5.47,-4.84,-5.32,4.42,2.60,358.30,1.27,0.46,655.73,655.23,--,10.73,12.02
2018,63.23,50.15,50.50,38.89,24.13,20.51,31.19,50.82,12.13,21.92,7.86,7.10,-3.15,5.92,3.50,643.16,1.10,0.53,249.84,249.65,1214.63,18.82,23.18
