2016-10,239.4,-11.6,-8.5,2692.06,21.4,1441.0,13.23
2016-11,213.3,-10.9,-18.0,2905.38,17.3,1441.0,13.23
2016-12,217.2,1.8,-20.5,3122.53,13.5,1441.0,13.23
2017-01,207.0,-4.7,-20.4,207.03,-20.4,337.5,3.10
2017-02,213.5,3.1,-14.0,420.55,-17.3,337.5,3.10
2017-03,236.7,10.9,-22.0,657.27,-19.1,337.5,3.10
2017-04,195.9,-17.2,-31.7,853.20,-22.3,683.4,6.28
2017-05,220.0,12.3,-19.6,1073.18,-21.8,683.4,6.28
2017-06,235.0,6.8,-14.1,1308.16,-20.5,683.4,6.28
2017-07,216.9,-7.7,-14.8,1525.03,-19.7,1007.7,9.25
2017-08,225.9,4.2,-19.8,1750.94,-19.7,1007.7,9.25
2017-09,229.1,1.4,-15.4,1980.06,-19.3,1007.7,9.25
2017-10,206.0,-10.1,-14.0,2186.05,-18.8,1363.5,12.52
2017-11,288.5,40.0,35.2,2474.53,-14.8,1363.5,12.52
2017-12,310.7,7.7,43.1,2785.27,-10.8,1363.5,12.52
2018-01,289.3,-6.9,39.7,289.31,39.7,404.1,3.71
2018-02,264.4,-8.6,23.8,553.69,31.7,404.1,3.71
2018-03,347.7,31.5,46.9,901.42,37.1,404.1,3.71
2018-04,308.4,-11.3,57.4,1209.79,41.8,740.6,6.80
2018-05,319.8,3.7,45.4,1529.56,42.5,740.6,6.80
2018-06,250.2,-21.8,6.5,1779.74,36.0,740.6,6.80
2018-07,296.3,18.4,36.6,2076.06,36.1,1035.1,9.51
2018-08,260.7,-12.0,15.4,2336.80,33.5,1035.1,9.51
2018-09,259.7,-0.4,13.4,2596.53,31.1,1035.1,9.51
2018-10,274.7,5.8,33.3,2871.19,31.3,1320.6,12.13
2018-11,237.5,-13.5,-17.7,3108.65,25.6,1320.6,12.13
2018-12,287.2,20.9,-7.6,3395.81,21.9,1320.6,12.13
2019-01,254.6,-11.3,-12.0,254.59,-12.0,298.6,2.74
2019-02,211.5,-16.9,-20.0,466.08,-15.8,298.6,2.74
2019-03,214.4,1.4,-38.4,680.43,-24.5,298.6,2.74
2019-04,240.3,12.1,-22.1,920.77,-23.9,599.8,5.51
2019-05,217.3,-9.6,-32.1,1138.06,-25.6,599.8,5.51
2019-06,196.6,-9.5,-21.4,1334.68,-25.0,599.8,5.51
2019-07,200.7,2.1,-32.3,1535.42,-26.0,--,--
2019-08,217.5,8.3,-16.6,1752.88,-25.0,--,--
2019-09,225.3,3.6,-13.3,1978.14,-23.8,--,--
